date_time,"boston,ma_maxtempC","boston,ma_mintempC","boston,ma_totalSnow_cm","boston,ma_sunHour","boston,ma_uvIndex","boston,ma_moon_illumination","boston,ma_moonrise","boston,ma_moonset","boston,ma_sunrise","boston,ma_sunset","boston,ma_DewPointC","boston,ma_FeelsLikeC","boston,ma_HeatIndexC","boston,ma_WindChillC","boston,ma_WindGustKmph","boston,ma_cloudcover","boston,ma_humidity","boston,ma_precipMM","boston,ma_pressure","boston,ma_tempC","boston,ma_visibility","boston,ma_winddirDegree","boston,ma_windspeedKmph","boston,ma_location"
2017-03-19,1,-0,0.1,7.4,1,50,12:51 AM,10:55 AM,06:49 AM,06:56 PM,-1,-4,1,-4,26,83,87,0.1,1023,1,10,63,17,"boston,ma"
2017-03-20,8,-1,0.0,11.6,2,43,01:44 AM,11:38 AM,06:47 AM,06:57 PM,-0,-1,3,-1,20,19,82,0.0,1016,8,8,296,13,"boston,ma"
2017-03-21,10,-0,0.0,11.6,2,35,02:34 AM,12:26 PM,06:45 AM,06:58 PM,3,3,5,3,14,22,85,0.0,1011,10,9,283,8,"boston,ma"
2017-03-22,3,-8,0.0,11.6,2,28,03:21 AM,01:20 PM,06:44 AM,06:59 PM,-7,-8,-2,-8,33,18,69,0.2,1016,3,9,300,23,"boston,ma"
2017-03-23,2,-8,0.0,10.3,2,21,04:04 AM,02:17 PM,06:42 AM,07:00 PM,-12,-9,-3,-9,23,19,53,0.0,1031,2,10,304,17,"boston,ma"
2017-03-24,5,-3,0.0,7.6,2,14,04:44 AM,03:20 PM,06:40 AM,07:01 PM,-4,-2,2,-2,20,68,71,0.0,1027,5,10,210,12,"boston,ma"
2017-03-25,5,-1,0.0,6.3,1,6,05:21 AM,04:24 PM,06:38 AM,07:03 PM,2,1,3,1,11,90,94,0.0,1024,5,4,208,7,"boston,ma"
2017-03-26,3,-1,0.0,6.3,1,0,05:57 AM,05:33 PM,06:36 AM,07:04 PM,-1,-1,2,-1,16,73,82,0.1,1033,3,8,73,11,"boston,ma"
2017-03-27,5,2,0.0,6.4,1,0,06:30 AM,06:42 PM,06:35 AM,07:05 PM,3,2,4,2,11,100,94,3.5,1021,5,5,218,7,"boston,ma"
2017-03-28,6,0,0.0,6.4,1,1,07:05 AM,07:54 PM,06:33 AM,07:06 PM,2,2,4,2,8,97,91,8.3,1016,6,6,90,6,"boston,ma"
2017-03-29,7,2,0.0,7.7,1,8,07:41 AM,09:06 PM,06:31 AM,07:07 PM,1,1,4,1,22,71,83,1.0,1017,7,8,297,15,"boston,ma"
2017-03-30,9,-0,0.0,11.6,2,15,08:18 AM,10:18 PM,06:30 AM,07:08 PM,-2,2,5,2,13,22,65,0.0,1022,9,10,279,9,"boston,ma"
2017-03-31,3,0,3.2,6.4,1,19,09:00 AM,11:29 PM,06:28 AM,07:09 PM,-0,-0,2,-0,14,100,86,9.6,1021,3,7,92,10,"boston,ma"
2017-04-01,1,-0,1.4,6.4,1,31,09:47 AM,No moonset,06:26 AM,07:11 PM,0,-4,1,-4,34,99,98,20.8,1011,1,8,124,20,"boston,ma"
2017-04-02,10,-2,0.0,10.3,2,38,10:39 AM,12:36 AM,06:24 AM,07:12 PM,3,2,5,2,15,49,88,0.0,1017,10,7,319,10,"boston,ma"
2017-04-03,14,1,0.0,11.6,3,46,11:36 AM,01:38 AM,06:23 AM,07:13 PM,3,7,8,7,11,16,74,0.0,1018,14,8,239,7,"boston,ma"
2017-04-04,5,4,0.0,6.5,1,54,12:37 PM,02:31 AM,06:21 AM,07:14 PM,3,1,4,1,25,95,93,5.8,1010,5,8,137,16,"boston,ma"
2017-04-05,7,2,0.0,7.8,1,61,01:40 PM,03:19 AM,06:19 AM,07:15 PM,2,2,4,2,12,73,87,0.0,1014,7,8,202,9,"boston,ma"
2017-04-06,10,2,0.0,6.5,1,69,02:44 PM,04:00 AM,06:18 AM,07:16 PM,4,2,5,2,20,99,93,9.8,1008,10,7,81,13,"boston,ma"
2017-04-07,11,4,0.0,7.8,2,76,03:48 PM,04:37 AM,06:16 AM,07:17 PM,5,6,8,6,24,73,81,0.6,993,11,9,225,17,"boston,ma"
2017-04-08,8,2,0.0,7.8,1,84,04:50 PM,05:10 AM,06:14 AM,07:19 PM,-1,1,5,1,24,83,68,0.0,1005,8,10,290,17,"boston,ma"
2017-04-09,17,2,0.0,9.1,3,91,05:52 PM,05:40 AM,06:13 AM,07:20 PM,2,9,10,9,15,25,62,0.0,1018,17,10,258,10,"boston,ma"
2017-04-10,23,7,0.0,11.6,4,99,06:52 PM,06:09 AM,06:11 AM,07:21 PM,5,13,14,13,24,8,56,0.0,1021,23,10,207,15,"boston,ma"
2017-04-11,27,12,0.0,11.6,5,100,07:51 PM,06:38 AM,06:09 AM,07:22 PM,11,18,19,18,20,16,63,0.0,1019,27,10,207,13,"boston,ma"
2017-04-12,20,10,0.0,10.3,4,86,08:50 PM,07:08 AM,06:08 AM,07:23 PM,11,15,15,15,7,25,78,1.3,1020,20,9,204,5,"boston,ma"
2017-04-13,13,5,0.0,11.6,3,79,09:47 PM,07:40 AM,06:06 AM,07:24 PM,2,8,10,8,16,30,60,0.0,1025,13,10,310,11,"boston,ma"
2017-04-14,16,4,0.0,11.6,3,71,10:43 PM,08:13 AM,06:04 AM,07:25 PM,2,10,11,10,11,4,56,0.0,1028,16,10,226,7,"boston,ma"
2017-04-15,19,5,0.0,10.4,4,63,11:37 PM,08:51 AM,06:03 AM,07:26 PM,4,11,12,11,23,35,59,0.3,1025,19,9,220,15,"boston,ma"
2017-04-16,29,13,0.0,11.6,6,56,No moonrise,09:33 AM,06:01 AM,07:28 PM,12,21,21,21,29,20,62,0.0,1010,29,10,244,18,"boston,ma"
2017-04-17,21,11,0.0,13.3,5,48,12:28 AM,10:18 AM,06:00 AM,07:29 PM,8,18,18,18,19,16,58,0.0,1012,21,10,248,14,"boston,ma"
2017-04-18,10,3,0.0,13.3,3,41,01:16 AM,11:09 AM,05:58 AM,07:30 PM,1,6,8,6,15,26,62,0.0,1029,10,10,135,12,"boston,ma"
2017-04-19,11,2,0.0,13.3,3,33,01:59 AM,12:04 PM,05:57 AM,07:31 PM,1,5,7,5,17,53,70,1.4,1032,11,10,163,13,"boston,ma"
2017-04-20,15,7,0.0,13.3,3,26,02:39 AM,01:03 PM,05:55 AM,07:32 PM,7,9,10,9,13,67,80,0.1,1021,15,9,115,9,"boston,ma"
2017-04-21,7,7,0.0,8.6,2,18,03:17 AM,02:05 PM,05:54 AM,07:33 PM,6,5,7,5,19,100,93,5.2,1018,7,9,97,13,"boston,ma"
2017-04-22,8,5,0.0,8.6,2,11,03:52 AM,03:10 PM,05:52 AM,07:34 PM,5,5,7,5,13,88,89,0.4,1014,8,8,62,10,"boston,ma"
2017-04-23,15,3,0.0,13.9,3,3,04:26 AM,04:18 PM,05:51 AM,07:36 PM,5,11,12,11,13,4,69,0.0,1018,15,8,212,9,"boston,ma"
2017-04-24,20,6,0.0,9.8,3,0,05:00 AM,05:30 PM,05:49 AM,07:37 PM,7,13,14,13,10,46,64,0.0,1022,20,10,205,7,"boston,ma"
2017-04-25,9,8,0.0,8.7,2,0,05:34 AM,06:42 PM,05:48 AM,07:38 PM,7,6,9,6,23,86,88,12.3,1023,9,9,58,15,"boston,ma"
2017-04-26,13,9,0.0,8.7,3,0,06:11 AM,07:56 PM,05:46 AM,07:39 PM,11,11,12,11,13,100,98,6.6,1013,13,5,108,8,"boston,ma"
2017-04-27,18,9,0.0,8.7,3,4,06:52 AM,09:10 PM,05:45 AM,07:40 PM,12,13,13,13,8,94,90,0.1,1013,18,6,199,6,"boston,ma"
2017-04-28,26,11,0.0,11.0,5,12,07:37 AM,10:21 PM,05:44 AM,07:41 PM,15,18,19,18,12,59,81,1.5,1015,26,8,215,8,"boston,ma"
2017-04-29,27,15,0.0,14.0,6,19,08:28 AM,11:28 PM,05:42 AM,07:42 PM,14,21,21,21,20,25,68,0.0,1014,27,10,248,13,"boston,ma"
2017-04-30,13,8,0.0,13.4,3,27,09:26 AM,No moonset,05:41 AM,07:43 PM,3,9,10,9,14,40,59,0.0,1024,13,10,158,11,"boston,ma"
2017-05-01,11,8,0.0,8.8,2,33,10:28 AM,12:27 AM,05:39 AM,07:44 PM,4,8,9,8,11,94,71,0.2,1016,11,10,98,8,"boston,ma"
2017-05-02,15,9,0.0,9.9,3,40,11:32 AM,01:18 AM,05:38 AM,07:46 PM,10,12,12,12,10,74,89,4.4,1003,15,10,200,6,"boston,ma"
2017-05-03,16,7,0.0,13.4,4,48,12:37 PM,02:02 AM,05:37 AM,07:47 PM,5,11,12,11,21,23,63,0.0,1011,16,10,278,14,"boston,ma"
2017-05-04,15,5,0.0,14.1,3,55,01:41 PM,02:40 AM,05:35 AM,07:48 PM,2,10,11,10,14,29,56,0.0,1024,15,10,168,10,"boston,ma"
2017-05-05,10,7,0.0,10.0,2,62,02:43 PM,03:14 AM,05:34 AM,07:49 PM,7,8,9,8,17,90,85,11.2,1015,10,8,109,12,"boston,ma"
2017-05-06,18,11,0.0,10.0,3,70,03:45 PM,03:44 AM,05:33 AM,07:50 PM,13,14,15,14,22,81,91,4.2,1001,18,7,140,14,"boston,ma"
2017-05-07,17,8,0.0,13.4,4,77,04:45 PM,04:13 AM,05:32 AM,07:51 PM,8,11,13,11,22,49,75,0.2,1003,17,9,196,16,"boston,ma"
2017-05-08,12,4,0.0,11.1,3,84,05:44 PM,04:41 AM,05:31 AM,07:52 PM,2,6,8,6,19,61,65,0.2,1009,12,10,262,13,"boston,ma"
2017-05-09,14,2,0.0,12.3,3,91,06:42 PM,05:10 AM,05:29 AM,07:53 PM,2,8,9,8,7,49,64,0.2,1015,14,10,217,4,"boston,ma"
2017-05-10,14,3,0.0,13.4,3,99,07:40 PM,05:41 AM,05:28 AM,07:54 PM,3,10,10,10,9,45,64,0.0,1016,14,10,269,6,"boston,ma"
2017-05-11,13,6,0.0,12.3,3,100,08:37 PM,06:13 AM,05:27 AM,07:55 PM,6,8,10,8,13,63,77,0.3,1016,13,9,87,9,"boston,ma"
2017-05-12,13,5,0.0,11.2,2,87,09:32 PM,06:49 AM,05:26 AM,07:56 PM,7,8,9,8,11,55,88,0.0,1018,13,7,113,7,"boston,ma"
2017-05-13,12,4,0.0,9.0,2,80,10:24 PM,07:29 AM,05:25 AM,07:57 PM,6,8,9,8,13,79,86,2.4,1015,12,6,122,9,"boston,ma"
2017-05-14,8,7,0.0,9.0,2,72,11:13 PM,08:13 AM,05:24 AM,07:58 PM,7,5,8,5,30,97,97,17.7,1002,8,8,172,19,"boston,ma"
2017-05-15,14,8,0.0,10.1,3,65,11:58 PM,09:02 AM,05:23 AM,07:59 PM,7,8,10,8,27,76,82,3.2,1001,14,9,314,16,"boston,ma"
2017-05-16,24,12,0.0,14.5,5,58,No moonrise,09:55 AM,05:22 AM,08:00 PM,10,18,18,18,20,6,63,0.0,1012,24,10,291,13,"boston,ma"
2017-05-17,30,13,0.0,14.5,6,50,12:38 AM,10:51 AM,05:21 AM,08:01 PM,15,23,23,23,20,18,64,0.0,1013,30,10,223,12,"boston,ma"
2017-05-18,33,21,0.0,14.5,7,43,01:16 AM,11:51 AM,05:20 AM,08:02 PM,17,29,29,27,24,7,56,0.0,1010,33,10,237,15,"boston,ma"
2017-05-19,31,15,0.0,14.5,6,36,01:51 AM,12:53 PM,05:19 AM,08:03 PM,15,25,25,24,22,13,60,0.0,1011,31,10,289,15,"boston,ma"
2017-05-20,17,10,0.0,14.5,4,29,02:24 AM,01:59 PM,05:18 AM,08:04 PM,6,14,14,14,14,7,57,0.0,1025,17,10,86,10,"boston,ma"
2017-05-21,18,6,0.0,14.5,4,21,02:57 AM,03:06 PM,05:17 AM,08:05 PM,6,13,13,13,11,16,63,0.0,1027,18,10,164,8,"boston,ma"
2017-05-22,12,10,0.0,9.3,3,14,03:30 AM,04:16 PM,05:16 AM,08:06 PM,9,11,11,11,10,90,83,1.1,1021,12,9,171,7,"boston,ma"
2017-05-23,20,9,0.0,13.5,4,7,04:04 AM,05:30 PM,05:16 AM,08:07 PM,11,15,16,15,10,47,76,0.0,1012,20,8,299,6,"boston,ma"
2017-05-24,17,10,0.0,13.5,4,0,04:42 AM,06:44 PM,05:15 AM,08:08 PM,11,14,14,14,10,29,82,0.1,1010,17,8,118,7,"boston,ma"
2017-05-25,13,10,0.0,9.3,3,0,05:25 AM,07:58 PM,05:14 AM,08:09 PM,10,10,11,10,23,83,93,3.5,1009,13,7,65,15,"boston,ma"
2017-05-26,15,10,0.0,9.4,3,0,06:13 AM,09:09 PM,05:13 AM,08:10 PM,10,10,11,10,16,100,92,6.4,1002,15,6,141,11,"boston,ma"
2017-05-27,18,9,0.0,12.4,3,8,07:09 AM,10:14 PM,05:13 AM,08:11 PM,10,14,14,14,10,58,79,0.0,1011,18,8,187,7,"boston,ma"
2017-05-28,21,9,0.0,12.4,4,15,08:11 AM,11:11 PM,05:12 AM,08:11 PM,12,15,16,15,11,69,81,0.0,1015,21,8,173,7,"boston,ma"
2017-05-29,12,9,0.0,9.4,3,22,09:17 AM,11:59 PM,05:12 AM,08:12 PM,9,9,10,9,12,75,90,0.0,1018,12,7,74,9,"boston,ma"
2017-05-30,15,9,0.0,9.4,3,29,10:24 AM,No moonset,05:11 AM,08:13 PM,10,12,13,12,9,78,88,0.0,1022,15,7,112,7,"boston,ma"
2017-05-31,18,12,0.0,9.4,3,33,11:31 AM,12:41 AM,05:11 AM,08:14 PM,14,15,15,15,11,93,95,2.3,1017,18,4,173,8,"boston,ma"
2017-06-01,24,11,0.0,14.5,5,46,12:35 PM,01:17 AM,05:10 AM,08:15 PM,12,18,18,18,16,38,73,0.0,1012,24,8,238,10,"boston,ma"
2017-06-02,20,10,0.0,14.5,4,53,01:38 PM,01:48 AM,05:10 AM,08:15 PM,7,15,16,15,17,18,60,0.0,1013,20,10,279,12,"boston,ma"
2017-06-03,18,8,0.0,13.5,4,61,02:38 PM,02:17 AM,05:09 AM,08:16 PM,9,14,14,14,14,35,72,0.0,1013,18,10,257,10,"boston,ma"
2017-06-04,21,8,0.0,11.5,4,68,03:38 PM,02:46 AM,05:09 AM,08:17 PM,12,16,16,16,12,53,80,0.0,1014,21,7,245,8,"boston,ma"
2017-06-05,14,11,0.0,9.4,3,76,04:36 PM,03:14 AM,05:08 AM,08:17 PM,12,11,13,11,21,100,93,1.8,1011,14,8,91,15,"boston,ma"
2017-06-06,11,8,0.0,9.4,2,83,05:34 PM,03:44 AM,05:08 AM,08:18 PM,9,7,9,7,27,100,96,3.3,1011,11,7,38,18,"boston,ma"
2017-06-07,19,9,0.0,13.5,4,91,06:31 PM,04:15 AM,05:08 AM,08:19 PM,9,13,14,13,13,42,76,0.0,1015,19,6,192,9,"boston,ma"
2017-06-08,23,9,0.0,13.5,5,98,07:27 PM,04:50 AM,05:08 AM,08:19 PM,9,16,17,16,12,31,66,0.0,1015,23,10,168,7,"boston,ma"
2017-06-09,24,12,0.0,14.5,5,100,08:20 PM,05:28 AM,05:07 AM,08:20 PM,11,18,19,18,15,28,67,1.5,1006,24,10,184,10,"boston,ma"
2017-06-10,28,14,0.0,14.5,6,87,09:10 PM,06:10 AM,05:07 AM,08:20 PM,14,22,23,22,18,12,62,0.0,1014,28,10,228,11,"boston,ma"
2017-06-11,31,18,0.0,14.5,6,79,09:57 PM,06:58 AM,05:07 AM,08:21 PM,17,26,26,25,22,9,63,0.0,1015,31,10,234,15,"boston,ma"
2017-06-12,34,21,0.0,14.5,7,71,10:39 PM,07:50 AM,05:07 AM,08:21 PM,19,30,30,28,17,7,60,0.0,1013,34,10,245,11,"boston,ma"
2017-06-13,32,20,0.0,14.5,7,64,11:18 PM,08:45 AM,05:07 AM,08:22 PM,22,30,30,27,15,17,74,1.3,1010,32,10,273,10,"boston,ma"
2017-06-14,23,13,0.0,14.5,5,56,11:54 PM,09:43 AM,05:07 AM,08:22 PM,14,21,22,21,10,2,67,0.0,1015,23,9,72,8,"boston,ma"
2017-06-15,22,9,0.0,14.5,5,49,No moonrise,10:43 AM,05:07 AM,08:23 PM,10,18,19,18,14,7,62,0.0,1019,22,10,182,10,"boston,ma"
2017-06-16,21,14,0.0,11.5,5,41,12:26 AM,11:46 AM,05:07 AM,08:23 PM,13,17,17,17,15,66,79,1.4,1018,21,9,143,11,"boston,ma"
2017-06-17,24,15,0.0,9.5,4,34,12:58 AM,12:51 PM,05:07 AM,08:23 PM,17,18,19,18,8,94,90,0.9,1015,24,6,64,6,"boston,ma"
2017-06-18,28,18,0.0,12.5,6,26,01:29 AM,01:58 PM,05:07 AM,08:24 PM,20,24,24,22,22,73,87,0.1,1012,28,6,200,15,"boston,ma"
2017-06-19,29,21,0.0,13.5,6,19,02:01 AM,03:07 PM,05:07 AM,08:24 PM,20,26,26,24,29,59,78,0.0,1010,29,10,205,20,"boston,ma"
2017-06-20,29,19,0.0,13.5,6,11,02:36 AM,04:19 PM,05:07 AM,08:24 PM,17,24,24,24,22,41,71,0.0,1011,29,10,223,15,"boston,ma"
2017-06-21,27,16,0.0,14.5,6,4,03:15 AM,05:32 PM,05:08 AM,08:24 PM,14,22,23,22,19,12,61,0.0,1012,27,10,251,13,"boston,ma"
2017-06-22,27,14,0.0,14.5,6,0,04:00 AM,06:44 PM,05:08 AM,08:25 PM,14,23,24,23,12,9,61,0.0,1014,27,10,251,8,"boston,ma"
2017-06-23,29,18,0.0,13.5,6,0,04:51 AM,07:53 PM,05:08 AM,08:25 PM,20,26,26,24,21,41,76,0.0,1007,29,10,202,14,"boston,ma"
2017-06-24,29,20,0.0,13.5,6,0,05:50 AM,08:55 PM,05:08 AM,08:25 PM,18,26,26,25,23,40,71,0.4,1004,29,9,249,14,"boston,ma"
2017-06-25,28,16,0.0,14.5,6,4,06:55 AM,09:50 PM,05:09 AM,08:25 PM,14,23,23,23,16,12,60,0.0,1013,28,10,248,10,"boston,ma"
2017-06-26,25,14,0.0,14.5,5,11,08:04 AM,10:36 PM,05:09 AM,08:25 PM,12,20,20,20,13,14,64,0.0,1015,25,10,259,9,"boston,ma"
2017-06-27,23,12,0.0,14.5,5,19,09:13 AM,11:15 PM,05:10 AM,08:25 PM,14,18,19,18,15,19,80,2.3,1015,23,9,217,10,"boston,ma"
2017-06-28,24,10,0.0,14.5,5,26,10:21 AM,11:50 PM,05:10 AM,08:25 PM,11,18,19,18,16,12,66,0.0,1017,24,9,267,11,"boston,ma"
2017-06-29,26,14,0.0,12.5,6,34,11:26 AM,No moonset,05:10 AM,08:25 PM,13,21,21,21,20,43,63,0.0,1019,26,10,221,13,"boston,ma"
2017-06-30,29,20,0.0,14.5,6,42,12:29 PM,12:20 AM,05:11 AM,08:25 PM,19,25,25,24,26,29,77,5.4,1015,29,10,216,16,"boston,ma"
2017-07-01,29,20,0.0,12.5,5,47,01:30 PM,12:50 AM,05:11 AM,08:25 PM,21,27,27,25,23,52,80,1.0,1014,29,9,208,16,"boston,ma"
2017-07-02,30,20,0.0,14.5,6,55,02:29 PM,01:18 AM,05:12 AM,08:24 PM,17,27,27,25,17,24,65,0.0,1013,30,9,251,12,"boston,ma"
2017-07-03,29,17,0.0,14.5,6,62,03:27 PM,01:47 AM,05:13 AM,08:24 PM,15,24,24,24,17,7,59,0.0,1013,29,10,260,12,"boston,ma"
2017-07-04,27,15,0.0,14.5,6,69,04:24 PM,02:17 AM,05:13 AM,08:24 PM,15,23,23,23,7,15,63,0.0,1017,27,10,267,4,"boston,ma"
2017-07-05,27,14,0.0,14.5,6,76,05:21 PM,02:51 AM,05:14 AM,08:24 PM,14,23,23,23,12,5,61,0.0,1023,27,10,98,8,"boston,ma"
2017-07-06,27,14,0.0,14.5,6,84,06:15 PM,03:28 AM,05:14 AM,08:23 PM,14,22,22,22,14,14,64,0.0,1020,27,10,190,10,"boston,ma"
2017-07-07,20,16,0.0,9.4,4,91,07:07 PM,04:08 AM,05:15 AM,08:23 PM,17,18,18,18,14,80,91,6.5,1010,20,7,147,9,"boston,ma"
2017-07-08,28,14,0.0,14.5,6,98,07:55 PM,04:54 AM,05:16 AM,08:23 PM,19,22,23,22,14,39,84,0.0,1007,28,6,238,9,"boston,ma"
2017-07-09,27,15,0.0,14.5,6,100,08:39 PM,05:45 AM,05:17 AM,08:22 PM,14,23,23,23,15,4,63,0.0,1013,27,10,263,11,"boston,ma"
2017-07-10,29,16,0.0,14.5,6,87,09:20 PM,06:39 AM,05:17 AM,08:22 PM,14,24,24,24,17,17,58,0.0,1017,29,10,222,12,"boston,ma"
2017-07-11,27,18,0.0,13.5,6,80,09:56 PM,07:37 AM,05:18 AM,08:21 PM,20,25,25,23,12,47,85,1.1,1014,27,9,212,8,"boston,ma"
2017-07-12,29,19,0.0,13.5,6,73,10:30 PM,08:37 AM,05:19 AM,08:21 PM,21,26,26,24,10,61,85,0.2,1014,29,5,135,6,"boston,ma"
2017-07-13,19,15,0.0,9.4,4,65,11:02 PM,09:39 AM,05:20 AM,08:20 PM,15,17,17,17,14,97,89,0.1,1017,19,6,112,10,"boston,ma"
2017-07-14,18,14,0.0,10.4,4,58,11:33 PM,10:42 AM,05:20 AM,08:20 PM,14,16,16,16,9,94,88,0.0,1019,18,9,62,7,"boston,ma"
2017-07-15,26,13,0.0,11.4,4,51,No moonrise,11:47 AM,05:21 AM,08:19 PM,17,20,21,20,7,69,85,0.1,1013,26,7,177,4,"boston,ma"
2017-07-16,29,17,0.0,14.5,6,44,12:03 AM,12:54 PM,05:22 AM,08:18 PM,18,26,26,24,12,13,72,0.0,1014,29,8,239,7,"boston,ma"
2017-07-17,29,19,0.0,14.5,6,36,12:36 AM,02:02 PM,05:23 AM,08:18 PM,19,26,26,24,13,7,75,0.0,1018,29,9,180,9,"boston,ma"
2017-07-18,26,18,0.0,14.5,6,29,01:12 AM,03:13 PM,05:24 AM,08:17 PM,22,25,25,23,11,50,92,3.6,1019,26,6,197,7,"boston,ma"
2017-07-19,34,19,0.0,14.5,7,22,01:52 AM,04:23 PM,05:25 AM,08:16 PM,19,29,29,28,11,36,63,0.0,1016,34,8,250,8,"boston,ma"
2017-07-20,33,23,0.0,14.5,7,15,02:38 AM,05:32 PM,05:26 AM,08:15 PM,19,30,30,29,9,24,56,1.4,1012,33,10,273,7,"boston,ma"
2017-07-21,33,22,0.0,14.5,7,7,03:33 AM,06:37 PM,05:27 AM,08:14 PM,16,30,30,29,13,7,47,0.0,1010,33,10,280,9,"boston,ma"
2017-07-22,31,22,0.0,12.4,7,0,04:33 AM,07:35 PM,05:27 AM,08:14 PM,16,28,28,27,9,50,50,0.0,1010,31,10,237,7,"boston,ma"
2017-07-23,23,18,0.0,14.5,6,0,05:41 AM,08:25 PM,05:28 AM,08:13 PM,11,22,22,22,15,22,51,0.0,1011,23,10,112,12,"boston,ma"
2017-07-24,19,15,0.0,9.3,4,0,06:50 AM,09:09 PM,05:29 AM,08:12 PM,12,16,17,16,21,91,77,3.6,1014,19,10,65,15,"boston,ma"
2017-07-25,20,15,0.0,10.3,4,7,08:00 AM,09:47 PM,05:30 AM,08:11 PM,12,16,17,16,11,73,76,0.5,1020,20,9,67,9,"boston,ma"
2017-07-26,27,15,0.0,14.5,6,14,09:08 AM,10:20 PM,05:31 AM,08:10 PM,14,23,24,23,10,6,59,0.0,1022,27,10,201,8,"boston,ma"
2017-07-27,23,17,0.0,9.2,5,22,10:14 AM,10:50 PM,05:32 AM,08:09 PM,15,20,21,20,16,64,72,1.3,1015,23,10,222,12,"boston,ma"
2017-07-28,28,19,0.0,14.5,6,29,11:17 AM,11:20 PM,05:33 AM,08:08 PM,17,25,25,24,8,37,69,0.6,1010,28,9,245,6,"boston,ma"
2017-07-29,21,17,0.0,11.3,4,36,12:18 PM,11:49 PM,05:34 AM,08:07 PM,10,20,20,20,21,40,55,0.0,1011,21,10,32,16,"boston,ma"
2017-07-30,26,15,0.0,14.5,6,43,01:18 PM,No moonset,05:35 AM,08:06 PM,10,22,22,22,13,5,49,0.0,1015,26,10,153,10,"boston,ma"
2017-07-31,32,17,0.0,14.5,6,47,02:15 PM,12:19 AM,05:36 AM,08:05 PM,15,27,27,27,9,8,51,0.4,1017,32,10,213,7,"boston,ma"
2017-08-01,31,20,0.0,14.5,7,58,03:13 PM,12:51 AM,05:37 AM,08:03 PM,18,28,28,26,9,19,63,0.9,1016,31,10,154,7,"boston,ma"
2017-08-02,28,21,0.0,13.4,6,65,04:08 PM,01:27 AM,05:38 AM,08:02 PM,19,27,27,25,8,39,71,6.4,1018,28,9,217,6,"boston,ma"
2017-08-03,29,20,0.0,14.5,6,73,05:00 PM,02:06 AM,05:39 AM,08:01 PM,19,26,26,25,13,18,69,2.3,1019,29,10,204,10,"boston,ma"
2017-08-04,29,20,0.0,14.5,6,80,05:50 PM,02:50 AM,05:40 AM,08:00 PM,18,27,27,25,14,23,68,0.0,1018,29,10,186,11,"boston,ma"
2017-08-05,27,20,0.0,12.2,6,87,06:36 PM,03:39 AM,05:41 AM,07:59 PM,19,25,25,23,15,40,78,1.6,1012,27,10,186,11,"boston,ma"
2017-08-06,26,17,0.0,14.2,6,94,07:18 PM,04:32 AM,05:42 AM,07:57 PM,10,22,22,22,19,11,50,0.0,1015,26,10,281,15,"boston,ma"
2017-08-07,26,18,0.0,13.4,6,100,07:57 PM,05:29 AM,05:43 AM,07:56 PM,13,22,22,22,13,37,58,0.0,1018,26,10,231,10,"boston,ma"
2017-08-08,24,18,0.0,11.1,5,100,08:32 PM,06:29 AM,05:45 AM,07:55 PM,16,21,21,21,9,65,75,1.0,1014,24,8,130,7,"boston,ma"
2017-08-09,29,17,0.0,14.1,6,84,09:05 PM,07:32 AM,05:46 AM,07:54 PM,14,25,25,25,10,13,52,0.0,1021,29,10,243,8,"boston,ma"
2017-08-10,30,19,0.0,14.1,6,77,09:36 PM,08:35 AM,05:47 AM,07:52 PM,15,27,27,26,9,17,54,0.0,1023,30,10,196,7,"boston,ma"
2017-08-11,27,19,0.0,13.4,6,69,10:07 PM,09:40 AM,05:48 AM,07:51 PM,15,25,25,24,10,24,58,0.0,1020,27,10,173,8,"boston,ma"
2017-08-12,25,19,0.0,13.4,6,62,10:39 PM,10:46 AM,05:49 AM,07:49 PM,16,24,24,23,10,54,69,0.1,1014,25,10,194,7,"boston,ma"
2017-08-13,30,21,0.0,14.0,6,55,11:13 PM,11:53 AM,05:50 AM,07:48 PM,16,27,27,26,13,30,58,0.3,1012,30,10,287,10,"boston,ma"
2017-08-14,28,19,0.0,14.0,6,47,11:51 PM,01:02 PM,05:51 AM,07:47 PM,14,26,26,25,8,22,51,0.0,1017,28,10,182,6,"boston,ma"
2017-08-15,27,20,0.0,12.2,6,40,No moonrise,02:10 PM,05:52 AM,07:45 PM,17,25,25,23,11,41,69,0.0,1013,27,10,219,9,"boston,ma"
2017-08-16,28,19,0.0,13.9,6,33,12:33 AM,03:18 PM,05:53 AM,07:44 PM,14,25,25,24,14,16,57,0.0,1013,28,10,312,10,"boston,ma"
2017-08-17,28,17,0.0,13.9,6,26,01:23 AM,04:22 PM,05:54 AM,07:42 PM,10,25,25,24,9,5,41,0.0,1017,28,10,278,7,"boston,ma"
2017-08-18,26,20,0.0,8.7,5,18,02:19 AM,05:22 PM,05:55 AM,07:41 PM,19,24,24,23,18,82,77,7.0,1013,26,9,189,13,"boston,ma"
2017-08-19,30,21,0.0,13.3,7,11,03:22 AM,06:15 PM,05:56 AM,07:39 PM,19,28,28,26,7,39,69,1.4,1009,30,9,209,5,"boston,ma"
2017-08-20,29,21,0.0,13.8,6,4,04:29 AM,07:01 PM,05:57 AM,07:38 PM,16,27,27,26,12,14,57,0.8,1015,29,10,283,10,"boston,ma"
